Brand,Name,Description,Category,Subcategory,Availability,Review notes
Black Phoenix,"Kataniya, The Clockwork Woman","Gentle flowers over hot metal, shocked to life.",Carnaval Diabolique,Act 3: Fiat Nox,Info,0
Black Phoenix,Katharina,"white musk with a trickle of bright, sharp apricot and orange blossom",Illyria,na,Info,0
Black Phoenix,Kathmandu (fka Old Kathmandu),"Saffron, blessed sandalwood, Himalayan cedar and the miraculous lotus of the Buddha with chiuri bark and Nepalese spices.",Wanderlust,na,Info,0
Black Phoenix,Khephra,"Deep and bright with resins and an herbal kick. Lavender, touch of cinnamon/cloves. Chamomile.",Excolo,na,Info,0
Black Phoenix,Kill-Devil,"Sugar cane, molasses, oak wood, and honey.",Bewitching Brews,na,Info,0
Black Phoenix,King Cake,"A sweet brioche cake with a hint of almond, glazed with cream cheese frosting and gleaming with purple, green, and gold sugar.",February,2018,Info,0
Black Phoenix,King Cobra,"Snake Oil with orris, white frankincense, and black copal.",Carnaval Diabolique,Act 3: Fiat Nox: The Snakepit,Info,0
Black Phoenix,Kit,"Mysore sandalwood, a tattered and patched 16th century waistcoat, ink stained, still scented with the marjoram and benzoin dry perfumes of his youth",Only Lovers Left Alive,Character Scents,Info,0
Black Phoenix,Knee Bolster of Ono,"Blue lilac, white sage, orris root, sweet pea, a smear of crushed blueberry, and tobacco leaf.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Knucklebones,"Black musk, bay rum, lime fougere, orange blossom water, gin, and tobacco.",Carnaval Diabolique,Act 4: The Interlude,Info,0
Black Phoenix,Kuang Shi,"Mandarin orange, white musk, mango, and white sandalwood.",Diabolus,na,Info,0
Black Phoenix,Kumari Kandam (The Phantom Islands),"Thick incense, clay, stone, and hothouse blooms with a spike of frost, a hint of decay, and heavy, dolorous aquatic notes.",Wanderlust,The Phantom Islands,Info,0
Black Phoenix,Kumiho,"A sharp, biting blend of crisp white tea and ginger.",Diabolus,na,Info,0
Black Phoenix,Kurukulla,three lotus blooms and three roses.,Excolo,na,Info,0
Black Phoenix,Kyoto,"cherry blossom, white sandalwood and star anise.",Wanderlust,na,Info,0
Black Phoenix,Ladon,"The hundred-headed dragon that guards the garden of the Hesperides: dragon’s blood resin, golden apple, apple blossom, white musk and hyacinth.",Ars Draconis,na,Info,0
Black Phoenix,Lady Macbeth,"sweet Bordeaux wine, blood red currant, thyme and wild berries",Illyria,na,Info,0
Black Phoenix,The Lady of Shalott,"bold gardenia, crystalline musk, muguet, water blossoms, clear, slightly tart aquatic notes and a crush of white ginger.",Ars Amatoria,na,Info,0
Black Phoenix,The Lady On the Grey,"Ethereal, opalescent, and radiant: pearly sandalwood, white amber, tobacco flower, orris, castoreum bouquet, soft resins, and pale petals.",Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,Lamia,"Pale orchid, vanilla amber, black currant, white peach, champaca, coconut, Arabian myrrh, Burmese vetiver, and oude.",Neil Gaiman,Neverwhere,Info,0
Black Phoenix,Lampades,"crisp, inviting bittersweet tang of cranberry with smoky dark lilies, heady, sensual musk, a tingle of ginger and a brush of Mediterranean spices",Bewitching Brews,na,Info,0
Black Phoenix,Languor,"Paperwhite and black narcissus, three lilies, black poppy and tuberose and a hint of hypnotic opium den haze",Sin & Salvation,na,Info,0
Black Phoenix,The Large Harem,"Damask rose, white carnation, lychee, Himalayan cedar, and white honey.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,The Last Evening of the Year,"Snow settling on cold skin, tea rose petals, and dusty, threadbare linen. ",Yule,Little Match Girl 2011,Info,0
Black Phoenix,Laudanum,"Nutmeg, sassafras, black poppy and myrrh",Sin & Salvation,na,Info,0
Black Phoenix,Laura,"Violets, upturned earth, mothballs, formaldehyde (mixed with glycerin and lanolin), and the memory of the taste of strawberry daiquiris suspended in twilight.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,Leanan Sidhe,"crush of Irish herbs and flowers, Gaelic mists, and nighttime dew",Bewitching Brews,na,Info,0
Black Phoenix,Leather Phoenix,"matcha tea, wild frankincense, champaca, petitgrain, star anise, aged oudh, rose taifi, narcissus, Himalayan cedar, 11-year aged patchouli, and black leather accord.",Anniversary,2011,Info,0
Black Phoenix,Lemon-Scented Sticky Bat,Sticky-sweet iced lemon sugar!,Neil Gaiman,Limited Edition,Info,0
Black Phoenix,Liadain and Curithir,"honeysuckle, ivy, white moss, and salty spray. ",Bards of Ireland,na,Info,0
Black Phoenix,Libertine,"Rosewood and chamomile with bergamot, violet, red sandalwood, primrose and Arabian musk",Ars Amatoria,na,Info,0
Black Phoenix,Liebeszauber,"Honey, rose petals, and carnations – a drop of blood – red clover, cubeb berries, and vanilla cream.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Ligeia,"Jasmine, juniper berry and rose geranium",Bewitching Brews,na,Info,0
Black Phoenix,Light and Swift,"Swift joy and bright passion: white lavender, lemon verbena, and elemi.",Anniversary,2014,Info,0
Black Phoenix,Lightning,"The electric tang of ozone, marine notes, and a drop of sharp rain",Bewitching Brews,na,Info,0
Black Phoenix,Ligur,"Dry olibanum, black moss, soggy ti, khus, and opoponax",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Like the Flashing of Light,"fire-yellow amber, neroli, frangipani, king mandarin, white honey, and saffron vanilla.",Anniversary,2016,Info,0
Black Phoenix,Lilith,"Red wine, myrrh, black musk, and attar of rose.",Excolo,na,Info,0
Black Phoenix,Lilium Inter Spinas,"Hibiscus syriacus, white sandalwood, lily of the valley, apple blossom, and green fig",Ars Amatoria,na,Info,0
Black Phoenix,Little Bird,"Night air, wild jostaberry, melancholy thistle, meadowgrass, march marigold, and butterwort",Bards of Ireland,na,Info,0
Black Phoenix,The Little Wooden Doll,Gently carved wood warm with a maternal love that reaches beyond death: rose-infused amber and soft golden sandalwood.,Märchen,Vasilissa the Beautiful,Info,0
Black Phoenix,Living,"Clear water touched by a hint of honeyed pale rose, Sicilian lemon, and lily of the valley.",Anniversary,2014,Info,0
Black Phoenix,Lolita,"Glittering heliotrope, honeysuckle, orange blossom and lemon verbena.",Ars Amatoria,na,Info,0
Black Phoenix,"Lonely and Disregarded, a Myth","Red sandalwood, Arabian myrrh, Ceylon cinnamon, and fig husk.",Anniversary,2016,Info,0
Black Phoenix,Loralei,"Neroli, sandalwood, ylang ylang",Ars Amatoria,na,Info,0
Black Phoenix,Love Me,Herbal incensy cola. ,Conjure Bag,na,Info,0
Black Phoenix,Love's Philosophy,"Vanilla, saffron, and cream.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Love's Torments,"White sandalwood, neroli, and vetiver.",Ars Amatoria,na,Info,0
Black Phoenix,Lovers at the Entrance to a House of Pleasure Spied on by a Kamuro Through the Hanging Curtain,"White gardenia, oakmoss, champaca blossom, magnolia leaf, vanilla orchid, and tobacco absolute.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Low Key Lyesmith,Black clove and cassia flung onto glowing cinders and mingled with slow-dripping poisons.,Neil Gaiman,American Gods I,Info,0
Black Phoenix,Lucan's Phoenix,"Copious poisons from the moon distils: frankincense, mugwort, toxic moonseed, lemon balm, pale yellow musk seed, and elemi",Anniversary,2015,Info,0
Black Phoenix,Lucy's Kiss,The gentle scent of rose and a blend of Victorian spices,Ars Amatoria,na,Info,0
Black Phoenix,Lurid,"black currant, Bulgarian lavender and white musk with a dollop of thick resin and a voltaic charge of ozone notes",Bewitching Brews,na,Info,0
Black Phoenix,Lyonesse (The Phantom Islands),"Golden vanilla and gilded musk, stargazer lily, white sandalwood, grey amber, elemi, orris root, ambergris and sea moss. ",Wanderlust,The Phantom Islands,Info,0
Black Phoenix,The Macabray,White winter flowers plucked from a snow-covered graveyard.,Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,Machu Picchu,"Sweet tropical fruits burst through deep, wet rainforest boughs, enormous steamy blossoms, over thin mountaintop breezes, mingled with the soft, rich golden scent of Peruvian amber.",Wanderlust,na,Info,0
Black Phoenix,Mad Sweeney,Barrel-aged whiskey and oak.,Neil Gaiman,American Gods 0,Info,0
Black Phoenix,Madame Tracy,"tea rose, ume blossom, geranium, lily of the valley, violet, and heliotrope",Neil Gaiman,Good Omens,Info,0
Black Phoenix,Mag Mell,"warmth of amber, the puissance of white ginger and the clarity of verbena, with fresh green grass, lush sage and cleansing droplets of summer rain.",Wanderlust,na,Info,0
Black Phoenix,The Magic Circle,"Vanilla-infused frankincense and clary sage with 7-year aged patchouli, jasmine sambac, honey myrtle, and oudh.",Pickman Gallery,Hecate's Inheritance 2015,Info,0
Black Phoenix,Magus,"galangal, high john essence, frankincense, cedar, and sandalwood",Bewitching Brews,na,Info,0
Black Phoenix,Maiden,"A gentle vision of purity, goodness and virtue: white tea, carnation and Damask Rose.",Ars Amatoria,na,Info,0
Black Phoenix,Maiden with Sake Flask,"Pendulous blue wisteria, white peonies, ho wood, magnolia petals, plum juice, and red benzoin.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Maidens in Repose,"Black amber, Ceylon cinnamon, Somalian myrrh, and pale incense laced with star anise.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Mama-Ji,"Spices, cardamom, nutmeg, and flowers.",Neil Gaiman,American Gods 0,Info,0
Black Phoenix,Mania,"Screeching white musk collides with a howl of red musk, with sharp white grapefruit and pale strawberry leaf.",Excolo,na,Info,0
Black Phoenix,Manila,"Sampaguita blossoms, banana leaf, palm, and narra.",Wanderlust,na,Info,0
Black Phoenix,Marcilla,"Blue lilac, lily of the valley, golden musk, beeswax, white ginger, bergamot, green tea, and nectarine.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Mare Vaporum,"The Sea of Vapors: white sandalwood, smoky oudh, golden amber, bourbon vanilla, and black jasmine.",A Little Lunacy,2015,Info,0
Black Phoenix,Marguerite,"Rose, rose geranium, myrrh, ylang ylang, French gardenia, tuberose, red sandalwood, and palmarosa.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Marianne,"Red musk, bergamot, black currant, mimosa, orchid, patchouli, and lotus root.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Marie,A blend of sinuous violet and elegant tea rose: the chosen scent of France's Demigoddess of Debauch: Marie Antoinette.,Diabolus,na,Info,0
Black Phoenix,The Mark,"White sandalwood and white leather, bourbon vanilla and bourbon vetiver.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,The Marquis de Carabas,"A splash of bay rum, leather, dusty black wool, massoia bark, and opium residue. ",Neil Gaiman,Neverwhere,Info,0
Black Phoenix,Marquise de Merteuil,"Opulent galbanum and amber, glistening peach, and a bouquet of French florals, with a merciless undertone of jonquil and heartless vetiver",Diabolus,na,Info,0
Black Phoenix,Mary Read,"Salt air, ocean mist, aged patchouli, sarsaparilla, watered-down rum, leather-tinged musk, and a spray of gunpowder.",Bewitching Brews,na,Info,0
Black Phoenix,Masabakes,"Thick black currant with the darkest, deepest myrrh, a drop of bitter mimosa and the slightest touch of mandrake dust.",Diabolus,na,Info,0
Black Phoenix,Masquerade,"Patchouli, ambergris, carnation and orange blossom",Bewitching Brews,na,Info,0
Black Phoenix,Mata Hari,"five roses with soft jasmine, warmed by vanilla, fig, tonka bean and mahogany, spiced with a drop of coffee bean",Bewitching Brews,na,Info,0
Black Phoenix,Medea,"Night-blooming cereus, black orchid, black currant and myrtle leaf enshrouded in the incense of Hecate's cypress and myrrh, and the dark rage of magickal labdanum and intoxicating poppy.",Diabolus,na,Info,0
Black Phoenix,Media,"A news anchor’s cologne, a soap star’s perfume: perfect, pixelated, and glamorous; aglow with cathodes and anodes, coated with phosphor.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,Meliai,Ash manna and ambrosial honey,Bewitching Brews,na,Info,0
Black Phoenix,"Melisande, the Puppet Mistriss","Jasmine sambac, dark musk, violet water, vanilla bean and mimosa.",Carnaval Diabolique,Act 2: Fiat Nox,Info,0
Black Phoenix,Melpomene,"dark cypress with mint, geranium, Bulgar lavender, orange blossom and passion flower. ",Excolo,na,Info,0
Black Phoenix,Memorials of Friendship,"Peach-tinted pale musk with neroli, ambergris accord, and champaca absolute.",Lupercalia,Liber Amicorum - Anne Wagner 2018,Info,0
Black Phoenix,Midnight,"Evening primrose, ruellia, flowering nicotiana, wild petunia, panani-o-kai, night phlox, night gladiolus, moonflower and the elusive scent of Nottingham Catchfly",Ars Moriendi,na,Info,0
Black Phoenix,Midnight on the Midway,"sugared incense, flickering blue musk, and night-blooming flowers.",Carnaval Diabolique,Act 1: The Prologue,Info,0
Black Phoenix,The Miller's Daughter,"Spun gold, tear-soaked straw, and rose-infused amber.",Märchen,The Miller's Daughter,Info,0
Black Phoenix,Le Miroir de la Coquetterie,"Honeyed vanilla and jasmine petals dirtied by labdanum, patchouli, and vetiver.",Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,The Mirror,"White lilies gilded by sparkling grey amber, Oman frankincense, pink pepper, raw white clove, and white musk.",Lupercalia,Fleurette's Purple Snails 2016,Info,0
Black Phoenix,A Mirror of Spring Pleasures on Kites,"Pink strawberry, gardenia, blackberry wine, vanilla frankincense, and champaca absolute.",Lupercalia,Shungas 2016,Info,0
Black Phoenix,Miss Forcible,A classic vintage musk.,Neil Gaiman,Coraline,Info,0
Black Phoenix,Miss Lupescu,"Animalic musk, with amber, patchouli, ho wood, cypress, almond blossom, golden sandalwood, and strange spices.",Neil Gaiman,The Graveyard Book,Info,0
Black Phoenix,Miss Spink,"A grand, over-the-top tuberose gardenia.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Mister Wednesday,"Sleek cologne, the memory of a Nine Herbs Charm, gallows wood, and a splash of whiskey.",Neil Gaiman,American Gods I,Info,0
Black Phoenix,Mithras,"Oblations of milk, oil, honey, and blood",Neil Gaiman,American Gods III,Info,0
Black Phoenix,"Mme. Moriarty, Misfortune Teller","Red musk, vanilla bean, pomegranate, black currant, patchouli leaf and wild plum.",Carnaval Diabolique,Act 2: Fiat Nox,Info,0
Black Phoenix,Mokey,"A gentle, contemplative fragrance: lilac blossoms, violet sugar, orris root, stephanotis, and osmanthus.",Fraggle Rock,na,Info,0
Black Phoenix,Monk and Actor,"Soft auburn musk, clove bud, honeyed patchouli, oakmoss absolute, cashmere labdanum, cedar, and mimosa blossom.",Lupercalia,Shungas 2018,Info,0
Black Phoenix,Moonshine and Mist,"ambergris, white musk, water violet, ylang ylang, magnolia, and white sandalwood.",Märchen,The Elfin Hill,Info,0
Black Phoenix,Morana,"Snow drifting on black pine, blood red apple, rosewood, osmanthus, and lemon peel.",Carnaval Diabolique,Act 4: The Interlude: The Grindhouse,Info,0
Black Phoenix,Morella,"Sage with orris, Florentine iris and a drop of civet.",Bewitching Brews,na,Info,0
Black Phoenix,Morgause,"A bouquet of five night-blooming flowers deepened by dusky violet, purple fruits and the barest breath of medieval incenses",Bewitching Brews,na,Info,0
Black Phoenix,Morning Glories in Bloom,Bamboo reeds and white chypre against a background of potted blossoms.,Lupercalia,Shungas 2018,Info,0
Black Phoenix,Mors Syphilitica,Saffron oudh and red sandalwood.,Lupercalia,The Devil's Lovers 2017,Info,0
Black Phoenix,Moscow,"imperial rose, carnation, lush jasmine, lily of the valley, dark musk, amber, bergamot and gilded tangerine",Wanderlust,na,Info,0
Black Phoenix,The Most Magnificent Christmas Tree,"Spruce pine with hints of silver birch and warm, dark woods. ",Yule,Little Match Girl 2011,Info,0
Black Phoenix,The Mournful Influence of the Unperceived Shadow,"Unutterable dread: thick black patchouli, shadow musk, myrrh, and threads of hot saffron mired in sweet, viscous labdanum.",Halloween,Tell-Tale Heart 2017,Info,0
Black Phoenix,Mouse Circus,"A toodle oodle of pink cotton candy noses, vanilla spun sugar fur, scattered kernels of popcorn, and a touch of polished golden wood.",Neil Gaiman,Coraline,Info,0
Black Phoenix,Mr. Bobo,"Cooking herbs, pickles, and mouse fur.",Neil Gaiman,Coraline,Info,0
